timestamp,epoch,devinoc_rss_mb,devinoc_vsz_mb,devinoc_cpu_ticks,devinoc_uptime_sec,wxp_rss_mb,wxp_vsz_mb,wxp_cpu_ticks,wxp_uptime_sec,mem_total_mb,mem_used_mb,mem_avail_mb,swap_total_mb,swap_used_mb,load_1m,load_5m,load_15m
2026-06-15T04:45:01Z,1781498701,459,74225,2424226,500173,178,72778,988212,509107,3916,2256,1660,4096,2148,0.67,0.51,0.42
2026-06-15T05:00:15Z,1781499615,460,74225,2427354,501087,178,72778,990629,510021,3916,2258,1658,4096,2147,0.22,0.31,0.35
2026-06-15T05:15:01Z,1781500502,459,74225,2431155,501973,179,72778,992927,510907,3916,2232,1684,4096,2147,0.10,0.19,0.25
2026-06-15T05:30:07Z,1781501407,549,74225,2435457,502879,190,72778,995307,511813,3916,2346,1570,4096,2140,0.48,0.28,0.23
2026-06-15T05:45:00Z,1781502300,545,74225,2439784,503771,186,72778,997713,512705,3916,2323,1593,4096,2140,0.38,0.35,0.32
2026-06-15T06:00:00Z,1781503200,594,74360,2444967,504672,179,72778,1000141,513606,3916,2528,1388,4096,2053,0.34,0.27,0.26
2026-06-15T06:15:00Z,1781504100,655,74360,2453700,505572,180,72778,1002544,514506,3916,2937,979,4096,2049,0.77,0.43,0.35
2026-06-15T06:30:08Z,1781505008,631,74360,2470380,506480,190,72778,1004995,515414,3916,2564,1352,4096,2072,0.51,0.60,0.55
2026-06-15T06:45:01Z,1781505901,601,74360,2481041,507373,185,72778,1007370,516307,3916,2889,1027,4096,2071,0.68,0.40,0.41
2026-06-15T07:00:38Z,1781506838,594,74360,2492877,508310,177,72778,1009904,517244,3916,2765,1151,4096,2085,0.16,0.23,0.34
2026-06-15T07:15:01Z,1781507701,589,74360,2503305,509173,178,72778,1012219,518107,3916,2720,1196,4096,2087,0.44,0.48,0.36
2026-06-15T07:30:02Z,1781508602,586,74360,2508238,510074,180,72778,1014688,519008,3916,2275,1641,4096,2087,0.15,0.26,0.30
2026-06-15T07:45:01Z,1781509501,523,74360,2513041,510973,181,72778,1017086,519907,3916,2247,1669,4096,2085,0.62,0.48,0.37
2026-06-15T08:00:01Z,1781510401,523,74360,2515607,511873,178,72778,1019528,520807,3916,2212,1704,4096,2084,0.25,0.21,0.26
2026-06-15T08:15:01Z,1781511301,523,74360,2519716,512773,177,72778,1022025,521707,3916,2211,1705,4096,2084,0.19,0.24,0.22
2026-06-15T08:30:08Z,1781512208,624,74360,2534673,513680,185,72778,1024411,522614,3916,2322,1594,4096,2073,0.13,0.17,0.18
2026-06-15T08:45:18Z,1781513118,623,74360,2564267,514590,189,72778,1026714,523524,3916,2370,1546,4096,2071,0.45,0.52,0.38
2026-06-15T09:00:01Z,1781514001,691,74392,2598026,515473,185,72778,1028954,524407,3916,2396,1520,4096,2068,0.31,0.46,0.48
2026-06-15T09:15:01Z,1781514901,612,74392,2607207,516372,177,72778,1031361,525307,3916,2338,1578,4096,2063,0.08,0.30,0.41
2026-06-15T09:30:01Z,1781515801,550,74392,2610360,517272,185,72778,1033792,526206,3916,2287,1629,4096,2063,0.20,0.12,0.21
2026-06-15T09:45:01Z,1781516701,551,74392,2614848,518173,188,72778,1036241,527107,3916,2279,1637,4096,2063,0.03,0.11,0.16
2026-06-15T10:00:06Z,1781517606,550,74392,2629881,519078,193,72778,1038728,528012,3916,2301,1615,4096,2062,0.17,0.30,0.22
2026-06-15T10:15:01Z,1781518501,547,74392,2631765,519973,185,72778,1041183,528907,3916,2296,1620,4096,2061,0.45,0.23,0.19
2026-06-15T10:30:37Z,1781519437,547,74392,2634376,520909,184,72778,1043786,529843,3916,2270,1646,4096,2061,0.19,0.18,0.17
2026-06-15T10:45:12Z,1781520312,547,74392,2637548,521783,178,72778,1046158,530718,3916,2275,1641,4096,2061,0.82,0.46,0.30
2026-06-15T11:00:00Z,1781521200,546,74392,2640286,522671,180,72778,1048542,531606,3916,2274,1642,4096,2061,0.38,0.30,0.28
2026-06-15T11:15:03Z,1781522103,546,74392,2643363,523575,178,72778,1050943,532509,3916,2255,1661,4096,2061,0.07,0.11,0.17
2026-06-15T11:30:15Z,1781523015,547,74392,2647161,524487,180,72778,1053425,533421,3916,2269,1647,4096,2060,0.03,0.06,0.09
2026-06-15T11:45:01Z,1781523901,634,74392,2650604,525373,219,72778,1057006,534307,3916,1966,1950,4096,1655,0.29,0.16,0.11
2026-06-15T12:00:38Z,1781524838,608,74392,2656780,526310,210,72778,1059773,535244,3916,2630,1286,4096,1665,0.61,0.63,0.42
2026-06-15T12:15:01Z,1781525701,615,74392,2669704,527173,207,72778,1062504,536107,3916,2791,1125,4096,1661,0.62,0.90,0.71
2026-06-15T12:30:09Z,1781526609,612,74392,2672450,528080,213,72778,1065214,537015,3916,2820,1096,4096,1661,0.46,0.56,0.60
2026-06-15T12:45:01Z,1781527501,612,74392,2675865,528973,213,72778,1067702,537907,3916,2826,1090,4096,1660,1.50,1.12,0.82
2026-06-15T13:00:02Z,1781528402,616,74392,2685298,529874,211,72778,1070184,538808,3916,2815,1101,4096,1660,0.42,0.75,0.85
2026-06-15T13:15:02Z,1781529302,552,74392,2690820,530774,270,72778,1072426,539708,3916,2781,1135,4096,1663,0.22,0.64,0.75
2026-06-15T13:30:02Z,1781530202,594,74392,2701283,531674,223,72778,1074833,540608,3916,2779,1137,4096,1662,1.15,0.85,0.73
2026-06-15T13:45:00Z,1781531100,607,74392,2731031,532572,212,72778,1077140,541506,3916,2723,1193,4096,1661,1.44,1.05,0.89
2026-06-15T14:00:00Z,1781532000,556,74392,2742638,533472,214,72778,1079307,542406,3916,1577,2339,4096,1225,0.55,0.65,0.78
2026-06-15T14:15:01Z,1781532901,553,74392,2745741,534373,212,72778,1080992,543307,3916,1562,2354,4096,1225,0.51,0.47,0.56
2026-06-15T14:30:28Z,1781533828,555,74392,2748945,535300,215,72778,1083469,544234,3916,1567,2349,4096,1225,0.41,0.46,0.51
2026-06-15T14:45:01Z,1781534701,553,74392,2751873,536173,214,72778,1085755,545107,3916,1578,2338,4096,1224,0.43,0.48,0.48
2026-06-15T15:00:00Z,1781535600,554,74392,2755306,537071,213,72778,1088036,546006,3916,1582,2334,4096,1224,0.16,0.34,0.42
2026-06-15T15:15:01Z,1781536501,553,74392,2759211,537973,212,72778,1090387,546907,3916,1555,2361,4096,1224,0.35,0.36,0.40
2026-06-15T15:30:01Z,1781537401,553,74392,2763225,538873,214,72778,1092718,547807,3916,1561,2355,4096,1224,0.31,0.36,0.36
2026-06-15T15:45:01Z,1781538301,555,74418,2787434,539773,214,72778,1095059,548707,3916,1609,2307,4096,1223,0.48,0.68,0.64
2026-06-15T16:00:38Z,1781539238,555,74418,2791982,540710,214,72778,1097506,549644,3916,1608,2308,4096,1223,0.57,0.49,0.54
2026-06-15T16:15:01Z,1781540101,554,74418,2796245,541573,219,72778,1099797,550507,3916,1609,2307,4096,1223,1.24,0.72,0.61
2026-06-15T16:30:03Z,1781541003,554,74418,2800457,542475,213,72778,1102163,551409,3916,1605,2311,4096,1223,0.34,0.41,0.49
2026-06-15T16:45:00Z,1781541900,554,74418,2804107,543372,212,72778,1104504,552306,3916,1615,2301,4096,1223,0.27,0.34,0.41
2026-06-15T17:00:08Z,1781542808,554,74418,2806725,544280,213,72778,1106909,553214,3916,1609,2307,4096,1223,0.39,0.38,0.37
2026-06-15T17:15:01Z,1781543701,558,74418,2809485,545173,213,72778,1109208,554107,3916,1622,2294,4096,1223,0.42,0.52,0.45
2026-06-15T17:30:13Z,1781544613,554,74418,2814043,546084,218,72778,1110786,555018,3916,1633,2283,4096,1223,0.23,0.33,0.42
2026-06-15T17:45:01Z,1781545501,554,74418,2818830,546973,213,72778,1112908,555907,3916,1624,2292,4096,1223,0.46,0.48,0.44
2026-06-15T18:00:38Z,1781546438,554,74418,2823925,547910,217,72778,1115228,556844,3916,1624,2292,4096,1223,0.22,0.36,0.42
2026-06-15T18:15:01Z,1781547301,554,74418,2829133,548773,222,72778,1117466,557707,3916,1637,2279,4096,1223,0.59,0.46,0.43
2026-06-15T18:30:28Z,1781548228,555,74418,2834593,549700,214,72778,1119863,558634,3916,1628,2288,4096,1223,0.52,0.47,0.46
2026-06-15T18:45:38Z,1781549138,555,74418,2839894,550610,213,72778,1122182,559544,3916,1625,2291,4096,1223,0.51,0.48,0.51
2026-06-15T19:00:02Z,1781550002,555,74418,2845134,551474,216,72778,1124421,560408,3916,1627,2289,4096,1223,1.85,0.84,0.60
2026-06-15T19:15:28Z,1781550928,554,74418,2850754,552400,221,72778,1126850,561334,3916,1633,2283,4096,1223,0.28,0.48,0.59
2026-06-15T19:30:38Z,1781551838,554,74418,2856148,553310,235,72778,1129213,562244,3916,1649,2267,4096,1223,0.32,0.39,0.47
2026-06-15T19:45:01Z,1781552701,554,74418,2861006,554173,222,72778,1131440,563107,3916,1634,2282,4096,1222,0.39,0.35,0.38
2026-06-15T20:00:00Z,1781553600,555,74418,2865475,555072,214,72778,1133756,564006,3916,1625,2291,4096,1222,0.49,0.39,0.37
2026-06-15T20:15:04Z,1781554504,556,74418,2869495,555975,214,72778,1136077,564910,3916,1624,2292,4096,1222,0.46,0.62,0.51
2026-06-15T20:30:06Z,1781555406,557,74418,2873795,556878,213,72778,1138381,565812,3916,1633,2283,4096,1222,0.62,0.76,0.63
2026-06-15T20:45:01Z,1781556301,555,74418,2878139,557773,216,72778,1140678,566707,3916,1634,2282,4096,1222,0.35,0.47,0.56
2026-06-15T21:00:01Z,1781557201,557,74418,2882593,558673,214,72778,1142939,567607,3916,1630,2286,4096,1222,0.62,0.50,0.50
2026-06-15T21:15:01Z,1781558101,555,74418,2885049,559573,213,72778,1145232,568507,3916,1646,2270,4096,1222,0.21,0.29,0.36
2026-06-15T21:30:01Z,1781559001,557,74418,2888523,560473,215,72778,1147528,569407,3916,1659,2257,4096,1222,0.58,0.48,0.43
2026-06-15T21:45:05Z,1781559905,555,74418,2892515,561377,215,72778,1149879,570311,3916,1658,2258,4096,1222,0.76,0.67,0.57
2026-06-15T22:00:02Z,1781560802,558,74418,2896721,562274,214,72778,1152091,571208,3916,1644,2272,4096,1222,0.45,0.39,0.45
2026-06-15T22:15:01Z,1781561701,555,74418,2901029,563173,218,72778,1154374,572107,3916,1638,2278,4096,1222,0.47,0.46,0.45
2026-06-15T22:30:00Z,1781562600,555,74418,2904953,564072,215,72778,1156721,573006,3916,1636,2280,4096,1222,0.68,0.58,0.51
2026-06-15T22:45:02Z,1781563502,556,74418,2908918,564974,215,72778,1158992,573908,3916,1627,2289,4096,1222,0.73,0.54,0.49
2026-06-15T23:00:00Z,1781564400,558,74418,2913208,565872,213,72778,1161251,574806,3916,1626,2290,4096,1222,0.21,0.40,0.44
2026-06-15T23:15:02Z,1781565302,558,74418,2917401,566774,214,72778,1163506,575708,3916,1652,2264,4096,1222,0.29,0.46,0.52
2026-06-15T23:30:38Z,1781566238,556,74418,2920738,567710,218,72778,1165043,576644,3916,1636,2280,4096,1222,0.49,0.41,0.44
2026-06-15T23:45:01Z,1781567101,556,74418,2922481,568573,220,72778,1166128,577507,3916,1636,2280,4096,1222,0.86,0.85,0.65
2026-06-16T00:00:03Z,1781568003,558,74418,2925871,569475,217,72778,1167607,578409,3916,1628,2288,4096,1220,0.75,0.62,0.62
2026-06-16T00:15:00Z,1781568900,564,74418,2934169,570371,214,72778,1169836,579306,3916,1597,2319,4096,1217,0.47,0.54,0.56
2026-06-16T00:30:03Z,1781569803,564,74418,2938602,571274,218,72778,1172154,580209,3916,1618,2298,4096,1216,0.45,0.51,0.54
2026-06-16T00:45:00Z,1781570700,565,74418,2943502,572172,269,72778,1174550,581106,3916,1658,2258,4096,1216,0.44,0.64,0.61
2026-06-16T01:00:17Z,1781571618,562,74418,2947518,573089,214,72778,1177410,582023,3916,1617,2299,4096,1216,0.94,0.83,0.71
2026-06-16T01:15:00Z,1781572500,637,74418,2952684,573972,215,72778,1180090,582906,3916,1705,2211,4096,1216,0.77,0.70,0.70
2026-06-16T01:30:08Z,1781573408,649,74418,2970860,574880,216,72778,1182907,583814,3916,1787,2129,4096,1216,0.98,0.89,0.85
2026-06-16T01:45:03Z,1781574303,635,74418,2989217,575775,207,72778,1185773,584709,3916,2455,1461,4096,1231,0.80,1.05,0.98
2026-06-16T02:00:01Z,1781575201,635,74418,2993415,576673,205,72778,1188707,585607,3916,2433,1483,4096,1231,0.59,0.71,0.86
2026-06-16T02:15:01Z,1781576101,641,74418,3001125,577573,202,72778,1191605,586507,3916,2769,1147,4096,1238,1.05,1.04,0.98
2026-06-16T02:30:07Z,1781577007,656,74418,3025019,578479,208,72778,1193695,587413,3916,1807,2109,4096,1238,0.74,1.06,1.07
2026-06-16T02:45:01Z,1781577901,732,74450,3037912,579373,208,72778,1195496,588307,3916,1903,2013,4096,1237,0.89,0.77,0.87
2026-06-16T03:00:02Z,1781578802,645,74450,3053171,580274,201,72778,1198020,589208,3916,1807,2109,4096,1236,0.33,0.72,0.91
2026-06-16T03:15:02Z,1781579702,649,74450,3065822,581174,203,72778,1200426,590108,3916,1830,2086,4096,1236,0.64,0.77,0.82
2026-06-16T03:30:11Z,1781580611,647,74450,3078401,582083,206,72778,1202164,591017,3916,1818,2098,4096,1236,0.65,0.67,0.74
2026-06-16T03:45:01Z,1781581501,652,74450,3091397,582973,206,72778,1203551,591907,3916,1821,2095,4096,1236,1.05,0.71,0.70
2026-06-16T04:00:01Z,1781582401,649,74450,3103784,583873,201,72778,1205832,592807,3916,1808,2108,4096,1236,0.90,0.85,0.78
2026-06-16T04:15:01Z,1781583301,647,74450,3116113,584773,203,72778,1208011,593707,3916,1815,2101,4096,1235,0.61,0.80,0.77
2026-06-16T04:30:11Z,1781584211,648,74450,3128940,585683,202,72778,1210272,594617,3916,1820,2096,4096,1235,0.65,0.62,0.69
2026-06-16T04:45:08Z,1781585108,653,74450,3142055,586580,202,72778,1212516,595514,3916,1817,2099,4096,1235,0.46,0.69,0.70
2026-06-16T05:00:01Z,1781586001,650,74450,3156198,587473,202,72778,1214715,596407,3916,1824,2092,4096,1235,0.58,0.77,0.75
2026-06-16T05:15:01Z,1781586901,646,74450,3167127,588373,203,72778,1216875,597307,3916,1802,2114,4096,1235,0.67,0.62,0.68
2026-06-16T05:30:06Z,1781587806,649,74450,3177861,589278,206,72778,1219104,598212,3916,1802,2114,4096,1235,0.73,0.69,0.76
2026-06-16T05:45:02Z,1781588702,648,74450,3195985,590173,206,72778,1221262,599107,3916,1821,2095,4096,1234,1.01,0.82,0.75
2026-06-16T06:00:38Z,1781589638,649,74450,3210699,591110,202,72778,1223511,600044,3916,1762,2154,4096,1233,0.53,0.69,0.76
2026-06-16T06:15:01Z,1781590501,652,74450,3231471,591973,202,72778,1225667,600907,3916,1797,2119,4096,1233,0.87,0.77,0.79
2026-06-16T06:30:16Z,1781591416,655,74450,3244999,592888,208,72778,1227975,601822,3916,1814,2102,4096,1233,0.44,0.56,0.63
2026-06-16T06:45:01Z,1781592301,653,74450,3257868,593773,203,72778,1230152,602707,3916,1819,2097,4096,1232,1.64,1.04,0.82
2026-06-16T07:00:00Z,1781593200,652,74450,3270150,594672,207,72778,1232349,603606,3916,1842,2074,4096,1232,0.74,0.77,0.80
2026-06-16T07:15:01Z,1781594101,651,74450,3282085,595573,202,72778,1234573,604507,3916,1803,2113,4096,1232,0.64,0.61,0.70
2026-06-16T07:30:01Z,1781595001,724,74450,3301975,596473,204,72778,1236785,605407,3916,1869,2047,4096,1232,1.00,0.86,0.79
2026-06-16T07:45:00Z,1781595900,656,74450,3344956,597372,201,72778,1238894,606306,3916,1818,2098,4096,1232,0.75,1.28,1.12
2026-06-16T08:00:15Z,1781596815,654,74450,3357141,598287,203,72778,1241093,607221,3916,1825,2091,4096,1232,0.63,0.61,0.77
2026-06-16T08:15:04Z,1781597704,655,74450,3372421,599176,207,72778,1243279,608110,3916,1824,2092,4096,1232,0.97,0.82,0.76
2026-06-16T08:30:10Z,1781598610,655,74450,3384087,600082,205,72778,1245505,609016,3916,1823,2093,4096,1232,0.62,0.72,0.72
2026-06-16T08:45:01Z,1781599501,655,74450,3398584,600973,204,72778,1247651,609907,3916,1828,2088,4096,1232,0.49,0.47,0.56
2026-06-16T09:00:01Z,1781600401,656,74450,3410630,601873,205,72778,1249820,610807,3916,1807,2109,4096,1231,0.96,0.74,0.66
2026-06-16T09:15:00Z,1781601300,655,74450,3423676,602772,211,72778,1252047,611706,3916,1822,2094,4096,1231,1.08,0.84,0.74
2026-06-16T09:30:01Z,1781602201,654,74450,3442752,603673,222,72778,1253712,612607,3916,1794,2122,4096,1231,0.50,0.76,0.82
2026-06-16T09:45:01Z,1781603101,654,74450,3455865,604573,207,72778,1255498,613507,3916,1787,2129,4096,1231,0.52,0.66,0.72
2026-06-16T10:00:06Z,1781604006,655,74450,3468474,605478,204,72778,1257674,614412,3916,1794,2122,4096,1231,0.55,0.60,0.64
2026-06-16T10:15:05Z,1781604905,657,74450,3481446,606377,202,72778,1259822,615311,3916,1790,2126,4096,1231,0.80,0.53,0.54
2026-06-16T10:30:06Z,1781605806,656,74450,3494838,607278,202,72778,1261977,616212,3916,1816,2100,4096,1231,0.38,0.58,0.61
2026-06-16T10:45:01Z,1781606701,656,74450,3506884,608173,205,72778,1264032,617107,3916,1800,2116,4096,1231,0.52,0.62,0.63
2026-06-16T11:00:01Z,1781607601,656,74450,3519335,609073,210,72778,1266130,618007,3916,1811,2105,4096,1231,0.62,0.67,0.69
2026-06-16T11:15:03Z,1781608503,656,74450,3531886,609975,203,72778,1268215,618909,3916,1811,2105,4096,1231,0.93,0.83,0.76
2026-06-16T11:30:24Z,1781609424,656,74450,3544477,610896,209,72778,1270373,619830,3916,1822,2094,4096,1231,0.98,0.84,0.81
2026-06-16T11:45:01Z,1781610301,656,74450,3557089,611773,202,72778,1272404,620707,3916,1827,2089,4096,1231,1.00,0.89,0.82
2026-06-16T12:00:04Z,1781611204,656,74450,3569806,612676,204,72778,1274455,621610,3916,1849,2067,4096,1231,0.55,0.75,0.80
2026-06-16T12:15:02Z,1781612102,654,74450,3582383,613574,209,72778,1276545,622508,3916,1823,2093,4096,1231,0.68,0.76,0.77
2026-06-16T12:30:08Z,1781613008,625,74450,3595534,614480,200,72778,1278800,623414,3916,2664,1252,4096,1271,1.36,1.27,1.22
2026-06-16T12:45:01Z,1781613901,625,74450,3608568,615373,201,72778,1280931,624307,3916,2682,1234,4096,1271,0.76,1.05,1.12
2026-06-16T13:00:38Z,1781614838,629,74450,3621802,616310,200,72778,1283195,625244,3916,2714,1202,4096,1271,1.61,1.45,1.25
2026-06-16T13:15:00Z,1781615700,621,74450,3633558,617172,187,72778,1285245,626106,3916,2724,1192,4096,1277,2.01,1.36,1.17
2026-06-16T13:30:00Z,1781616600,622,74450,3646641,618072,190,72778,1287513,627006,3916,2731,1185,4096,1277,1.36,1.56,1.36
2026-06-16T13:45:01Z,1781617501,638,74450,3659562,618973,185,72778,1289639,627907,3916,2770,1146,4096,1277,1.00,1.38,1.37
2026-06-16T14:00:23Z,1781618423,622,74450,3672804,619894,188,72778,1291844,628829,3916,2770,1146,4096,1278,1.54,1.14,1.18
2026-06-16T14:15:03Z,1781619303,622,74584,3685713,620775,195,72778,1293990,629709,3916,2695,1221,4096,1278,1.14,1.13,1.17
2026-06-16T14:30:01Z,1781620201,621,74584,3697884,621673,189,72778,1295944,630607,3916,2653,1263,4096,1278,1.03,1.16,1.15
2026-06-16T14:45:00Z,1781621100,623,74584,3709226,622572,183,72778,1298031,631506,3916,2670,1246,4096,1278,1.20,1.23,1.18
2026-06-16T15:00:30Z,1781622030,623,74584,3721902,623502,184,72778,1300206,632436,3916,2716,1200,4096,1278,0.91,1.11,1.23
2026-06-16T15:15:18Z,1781622918,623,74584,3734605,624390,189,72778,1302270,633324,3916,2677,1239,4096,1278,1.37,1.08,1.10
2026-06-16T15:30:01Z,1781623801,622,74584,3748283,625273,185,72778,1304373,634207,3916,2689,1227,4096,1278,0.95,1.10,1.04
2026-06-16T15:45:02Z,1781624702,624,74584,3761724,626174,185,72778,1306489,635108,3916,2712,1204,4096,1277,0.84,0.89,0.93
2026-06-16T16:00:00Z,1781625600,622,74584,3774383,627072,186,72778,1308570,636006,3916,2713,1203,4096,1277,1.05,1.06,0.97
2026-06-16T16:15:00Z,1781626500,625,74584,3787631,627972,191,72778,1310708,636906,3916,2710,1206,4096,1277,0.86,0.85,0.91
2026-06-16T16:30:00Z,1781627400,622,74584,3801310,628872,205,72778,1312836,637806,3916,2725,1191,4096,1277,0.72,1.04,0.98
2026-06-16T16:45:02Z,1781628302,624,74584,3815161,629774,191,72778,1315003,638708,3916,2698,1218,4096,1277,0.98,0.96,0.97
2026-06-16T17:00:00Z,1781629200,625,74584,3828407,630672,184,72778,1317090,639606,3916,2679,1237,4096,1277,1.42,1.28,1.08
2026-06-16T17:15:02Z,1781630102,624,74584,3841533,631574,187,72778,1319175,640508,3916,2688,1228,4096,1277,0.75,0.70,0.84
2026-06-16T17:30:08Z,1781631008,624,74584,3853386,632480,183,72778,1321013,641414,3916,2698,1218,4096,1277,0.66,0.68,0.74
2026-06-16T17:45:04Z,1781631904,625,74584,3866414,633376,185,72778,1323067,642310,3916,2699,1217,4096,1277,1.05,0.94,0.83
2026-06-16T18:00:17Z,1781632817,625,74584,3880125,634289,190,72778,1325196,643223,3916,2704,1212,4096,1277,0.83,0.77,0.82
2026-06-16T18:15:02Z,1781633702,625,74584,3894660,635174,184,72778,1327284,644108,3916,2703,1213,4096,1277,1.16,1.19,1.09
2026-06-16T18:30:18Z,1781634618,625,74584,3908132,636090,184,72778,1329422,645024,3916,2710,1206,4096,1277,0.55,0.73,0.84
2026-06-16T18:45:01Z,1781635501,625,74584,3921452,636973,184,72778,1331436,645907,3916,2693,1223,4096,1277,0.63,0.67,0.76
2026-06-16T19:00:00Z,1781636400,624,74584,3935654,637872,184,72778,1333503,646806,3916,2691,1225,4096,1277,0.89,0.98,0.94
2026-06-16T19:15:00Z,1781637300,624,74584,3948944,638772,185,72778,1335546,647707,3916,2706,1210,4096,1277,1.06,1.05,0.99
2026-06-16T19:30:05Z,1781638205,623,74584,3960849,639677,195,72778,1337077,648611,3916,2711,1205,4096,1277,0.75,0.88,0.90
2026-06-16T19:45:01Z,1781639101,625,74584,3973491,640573,184,72778,1338610,649507,3916,2728,1188,4096,1276,0.98,0.99,0.93
2026-06-16T20:00:18Z,1781640018,623,74584,3986469,641490,186,72778,1340722,650424,3916,2716,1200,4096,1276,0.55,0.78,0.87
2026-06-16T20:15:02Z,1781640902,626,74584,3999528,642374,184,72778,1342767,651308,3916,2748,1168,4096,1276,0.97,0.84,0.83
2026-06-16T20:30:01Z,1781641801,625,74584,4012952,643272,184,72778,1344858,652207,3916,2681,1235,4096,1276,0.84,0.90,0.91
2026-06-16T20:45:01Z,1781642701,624,74584,4027011,644173,184,72778,1346948,653107,3916,2713,1203,4096,1276,1.59,1.14,1.02
2026-06-16T21:00:00Z,1781643600,625,74584,4041351,645071,185,72778,1349023,654006,3916,2705,1211,4096,1276,0.85,0.95,1.00
2026-06-16T21:15:01Z,1781644501,629,74584,4056175,645973,184,72778,1351127,654907,3916,2718,1198,4096,1277,0.72,0.94,0.99
2026-06-16T21:30:28Z,1781645428,626,74584,4071043,646900,186,72778,1353297,655834,3916,2730,1186,4096,1277,0.80,1.02,1.06
2026-06-16T21:45:01Z,1781646301,625,74584,4085247,647773,186,72778,1355332,656707,3916,2750,1166,4096,1277,1.30,0.81,0.88
2026-06-16T22:00:01Z,1781647201,627,74584,4099089,648673,183,72778,1357415,657607,3916,2720,1196,4096,1277,0.90,0.98,0.93
2026-06-16T22:15:01Z,1781648101,626,74584,4112816,649573,184,72778,1359481,658507,3916,2709,1207,4096,1277,0.84,1.08,1.04
2026-06-16T22:30:18Z,1781649018,627,74584,4126527,650490,186,72778,1361623,659424,3916,2722,1194,4096,1277,2.35,1.66,1.27
2026-06-16T22:45:01Z,1781649901,626,74584,4140006,651373,186,72778,1363620,660307,3916,2725,1191,4096,1277,0.84,1.20,1.24
2026-06-16T23:00:21Z,1781650821,624,74584,4153338,652293,183,72778,1365738,661227,3916,2231,1685,4096,1277,1.04,0.98,1.01
2026-06-16T23:15:00Z,1781651700,625,74584,4166237,653172,184,72778,1367721,662106,3916,1778,2138,4096,1277,0.99,0.93,0.93
2026-06-16T23:30:02Z,1781652602,624,74584,4179526,654074,195,72778,1369777,663008,3916,1784,2132,4096,1277,1.12,1.13,1.07
2026-06-16T23:45:01Z,1781653501,627,74584,4193538,654973,191,72778,1371848,663907,3916,1786,2130,4096,1277,1.29,1.14,1.09
2026-06-17T00:00:38Z,1781654438,625,74584,4207489,655910,183,72778,1373966,664844,3916,1791,2125,4096,1276,0.65,0.79,0.90
2026-06-17T00:15:18Z,1781655318,626,74584,4221198,656790,186,72778,1375922,665724,3916,1778,2138,4096,1276,0.97,0.88,0.90
2026-06-17T00:30:04Z,1781656204,626,74648,4234560,657676,191,72778,1377957,666610,3916,1764,2152,4096,1276,1.38,1.12,0.99
2026-06-17T00:45:00Z,1781657100,627,74648,4251348,658572,190,72778,1379991,667506,3916,1782,2134,4096,1275,0.79,0.70,0.82
2026-06-17T01:00:00Z,1781658000,630,74648,4264525,659472,184,72778,1382075,668406,3916,1755,2161,4096,1275,0.45,0.74,0.86
2026-06-17T01:15:00Z,1781658900,626,74648,4278751,660372,183,72778,1384220,669306,3916,2514,1402,4096,1278,0.90,1.06,0.98
2026-06-17T01:30:00Z,1781659800,626,74648,4292657,661272,196,72778,1385872,670206,3916,2524,1392,4096,1278,0.73,0.84,0.93
2026-06-17T01:45:01Z,1781660701,631,74648,4306440,662173,202,72778,1387143,671107,3916,2555,1361,4096,1278,0.86,0.99,0.98
2026-06-17T02:00:01Z,1781661601,620,74648,4320249,663072,256,72778,1388716,672006,3916,2565,1351,4096,1281,0.86,0.83,0.88
2026-06-17T02:15:18Z,1781662518,622,74648,4335883,663990,194,72778,1391498,672924,3916,2517,1399,4096,1281,0.84,1.07,1.03
